epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,7952.47,0.71379,0.42155,0.85859,0.73704,0.59163,0.60698,0.50688,1.30136,1.24291,1.13313,0.002872,0.002872,0.002872
146,8007.22,0.71268,0.42415,0.85805,0.72941,0.59651,0.60765,0.50666,1.29897,1.23212,1.13309,0.0028225,0.0028225,0.0028225
147,8060.52,0.70349,0.41365,0.85674,0.73244,0.58945,0.59196,0.50284,1.29721,1.25067,1.13501,0.002773,0.002773,0.002773
148,8114.12,0.70227,0.41397,0.85618,0.7265,0.58868,0.59434,0.50521,1.29301,1.24967,1.13272,0.0027235,0.0027235,0.0027235
149,8168.97,0.68995,0.40679,0.85246,0.74,0.58539,0.60531,0.51551,1.29029,1.26334,1.13295,0.002674,0.002674,0.002674
150,8222.9,0.69361,0.40899,0.85628,0.73664,0.58591,0.6114,0.51632,1.29,1.25822,1.13327,0.0026245,0.0026245,0.0026245
151,8276.71,0.69431,0.40959,0.85403,0.73638,0.5777,0.60327,0.51523,1.29132,1.24872,1.13354,0.002575,0.002575,0.002575
152,8330.51,0.68844,0.41054,0.85878,0.71529,0.59171,0.60393,0.5163,1.28559,1.2462,1.131,0.0025255,0.0025255,0.0025255
153,8385.15,0.68414,0.39982,0.8522,0.7142,0.60069,0.60312,0.51646,1.28769,1.25157,1.1319,0.002476,0.002476,0.002476
154,8438.3,0.68137,0.40335,0.85294,0.7124,0.59949,0.611,0.52033,1.28455,1.24274,1.13146,0.0024265,0.0024265,0.0024265
155,8492.03,0.67722,0.40429,0.85809,0.74837,0.5845,0.61706,0.52947,1.2803,1.23279,1.13042,0.002377,0.002377,0.002377
156,8547.28,0.66922,0.3966,0.8507,0.74093,0.5923,0.61183,0.52241,1.27947,1.23941,1.13286,0.0023275,0.0023275,0.0023275
157,8600.98,0.67575,0.40005,0.84958,0.74502,0.57851,0.60518,0.52012,1.28133,1.25186,1.13665,0.002278,0.002278,0.002278
158,8654.06,0.66753,0.393,0.8488,0.74386,0.57634,0.59735,0.51253,1.28194,1.25323,1.13934,0.0022285,0.0022285,0.0022285
159,8708.42,0.66012,0.38863,0.8502,0.76102,0.58008,0.60006,0.51634,1.28157,1.2409,1.1393,0.002179,0.002179,0.002179
160,8761.97,0.66226,0.3904,0.84591,0.75247,0.58626,0.60435,0.52024,1.28033,1.25794,1.13888,0.0021295,0.0021295,0.0021295
161,8815.57,0.65591,0.38662,0.84648,0.75428,0.59063,0.60567,0.52309,1.27723,1.25685,1.13714,0.00208,0.00208,0.00208
